formula,numberOfSpecies,fracActinoid,fracAlkali,fracAlkaline,fracChalcogen,fracHalogen,fracLanthanoid,fracMetalloid,fracNobleGas,fracRareEarth,fracTransitionMetal,electronsPerAtom,electronegativityRange,electronegativityStd,radiiRange,radiiStd,rowRange,rowStd,ordered,crystalSystem,pointGroup,spaceGroupNumber,volumePerSite,density,c_a
B2 Co8 Y2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.8333,2.3333,0.82,0.2644,0.95,0.2745,3.0,0.8975,True,hexagonal,6/mmm,191,12.4056,7.4835,0.7355
Cl12 Hf2 Te16,3,0.0,0.0,0.0,0.5333,0.4,0.0,0.5333,0.0,0.0,0.0667,-1.2,1.86,0.5956,0.55,0.2074,3.0,1.0625,True,triclinic,-1,2,35.4768,4.4061,0.4308
Ce2 F2 S2,3,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,2.86,1.1677,1.35,0.5573,6.0,2.6247,True,tetragonal,4/mmm,129,18.2195,5.8081,0.5618
Ru6 Si6 Ti6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,1.0,0.66,0.2698,0.3,0.1247,2.0,0.8165,True,orthorhombic,mm2,46,14.3537,6.8264,0.879
Ba4 Be4 F16,3,0.0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,3.09,1.3111,1.65,0.608,4.0,1.4907,True,orthorhombic,mmm,62,14.4427,4.2604,0.6022
Co2 Li2 O24 P8,4,0.0,0.0556,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0556,-1.8333,2.46,0.7533,0.85,0.2745,2.0,0.5774,True,monoclinic,2/m,15,12.0293,2.9277,0.7505
As4 Co4 S4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,-1.0,0.7,0.2867,0.35,0.1434,1.0,0.4714,True,orthorhombic,mm2,29,14.5193,6.3253,1.0012
As4 I12 La12,3,0.0,0.0,0.0,0.0,0.4286,0.4286,0.1429,0.0,0.4286,0.4286,0.4286,1.56,0.7297,0.8,0.314,4.0,1.6413,True,cubic,432,214,36.3318,5.6958,1.0
H2 Zr1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,0.87,0.4101,1.3,0.6128,4.0,1.8856,True,tetragonal,4/mmm,139,9.3097,5.5436,1.0
Al3 Ce1 Pd2,3,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.1667,0.3333,2.6667,1.08,0.3779,0.6,0.2121,5.0,1.8028,True,hexagonal,6/mmm,191,18.2232,6.5897,1.2793
Hg1 Li1,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.02,0.51,0.05,0.025,4.0,2.0,True,cubic,m-3m,221,18.7105,9.2091,1.0
Cs2 F6 Na1 Sc1,4,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,3.19,1.4832,2.1,0.8581,4.0,1.578,True,cubic,m-3m,225,18.1123,4.105,1.0
Hf4 Si4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.6,0.3,0.45,0.225,3.0,1.5,True,orthorhombic,mmm,62,17.1794,9.9837,0.5475
Ge4 Pd4 Yb3,3,0.0,0.0,0.0,0.0,0.0,0.2727,0.3636,0.0,0.2727,0.3636,0.0909,2.2,0.941,0.5,0.1998,4.0,1.616,True,orthorhombic,mmm,71,19.0286,9.8004,0.5174
F6 K2 U1,3,0.1111,0.2222,0.0,0.0,0.6667,0.0,0.0,0.0,0.1111,0.0,0.2222,3.16,1.4099,1.7,0.7409,7.0,2.1999,True,trigonal,32,150,16.0081,4.9585,1.7791
Co2 Ge2 Tb1,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,-0.2,2.01,0.7802,0.5,0.1855,4.0,1.6,True,tetragonal,4/mmm,139,15.981,8.7713,0.6842
Ir4 Si4 Yb4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.6667,2.2,0.9741,0.65,0.2677,5.0,2.0548,True,orthorhombic,mmm,62,17.8042,12.2286,0.6208
Ag2 As2 Eu2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,-0.0,2.18,0.9741,0.7,0.2896,4.0,1.6997,True,hexagonal,6/mmm,194,24.1216,7.6815,0.5646
Ba2 Dy1 O6 Re1,4,0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.0,0.1,0.1,-0.1,2.55,1.116,1.55,0.6473,6.0,2.2716,True,cubic,m-3m,225,15.1976,7.8599,1.0
C10 Y8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,-0.8889,1.33,0.6609,1.1,0.5466,3.0,1.4907,True,orthorhombic,mmm,55,16.217,4.7292,0.3071
Ba1 O3 Th1,3,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.55,1.1561,1.55,0.6826,7.0,2.8566,True,cubic,m-3m,221,19.4687,7.1196,1.0
Ca1 Mg2 Ni9,3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,0.91,0.3132,0.45,0.1293,1.0,0.3727,True,trigonal,-3m,166,13.3397,6.3996,1.0
Te6 Tl10,2,0.0,0.0,0.0,0.375,0.0,0.0,0.375,0.0,0.0,0.0,-0.125,0.48,0.2324,0.5,0.2421,1.0,0.4841,True,tetragonal,4/mmm,140,33.6268,8.6709,0.9909
Cu3 S8 V4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.6667,0.95,0.4261,0.35,0.1746,1.0,0.4989,True,monoclinic,m,8,15.9664,4.5132,0.9081
H20 Nd4 O32 Se8,4,0.0,0.0,0.0,0.625,0.0,0.0625,0.0,0.0,0.0625,0.0,-1.375,2.3,0.7052,1.6,0.4151,7.0,1.7219,True,orthorhombic,222,19,12.6561,3.5687,0.4174
Cl20 Fe4 H8 K8 O4,5,0.0,0.1818,0.0,0.0909,0.4545,0.0,0.0,0.0,0.0,0.0909,-0.4545,2.62,0.9205,1.95,0.6217,3.0,1.0285,True,orthorhombic,mmm,62,22.4596,2.2135,0.5294
O36 P8 Sr4 V8,4,0.0,0.0,0.0714,0.6429,0.0,0.0,0.0,0.0,0.0,0.1429,-0.8571,2.49,0.8694,1.4,0.4164,3.0,0.9715,True,orthorhombic,mmm,62,13.1248,3.5737,0.4604
P16 S12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5714,0.39,0.193,0.0,0.0,0.0,0.0,True,orthorhombic,mmm,62,33.7762,1.5458,0.5982
Gd1 Li1 Se2,3,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.57,0.7341,0.65,0.2678,6.0,2.1794,True,trigonal,-3m,166,23.8673,5.6026,1.0
As8 O36 Zn16,3,0.0,0.0,0.0,0.6,0.0,0.0,0.1333,0.0,0.0,0.2667,-1.0667,1.79,0.806,0.75,0.34,2.0,0.9798,True,monoclinic,2/m,14,12.5806,4.8879,0.8246
Ge2 Li4 Zr1,3,0.0,0.5714,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.1429,0.0,1.03,0.4495,0.3,0.105,3.0,1.1952,True,trigonal,-3m,166,17.5563,3.5708,1.0
Sb1 Se2 Tl1,3,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,-1.5,0.93,0.3885,0.75,0.307,2.0,0.8292,True,monoclinic,m,6,28.0715,7.1586,1.4929
Ba1 C2,2,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.66,0.7825,1.45,0.6835,4.0,1.8856,True,tetragonal,4/mmm,139,23.5297,3.7956,0.9205
K4 O16 P4 V2,4,0.0,0.1538,0.0,0.6154,0.0,0.0,0.0,0.0,0.0,0.0769,-1.1538,2.62,1.0044,1.6,0.5729,2.0,0.8356,True,tetragonal,4mm,100,15.1007,2.699,0.6575
B2 Gd1 Rh3,3,0.0,0.0,0.0,0.0,0.0,0.1667,0.3333,0.0,0.1667,0.5,3.0,1.08,0.3821,0.95,0.3297,6.0,2.0616,True,hexagonal,6/mmm,191,13.4814,10.0096,1.7451
Er4 Ru4 Si4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.6667,0.96,0.401,0.65,0.2718,5.0,2.0548,True,orthorhombic,mmm,62,17.7238,9.257,0.6052
C16 H24 K8 O32,4,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,2.62,0.8042,1.95,0.5377,3.0,0.8307,True,orthorhombic,mmm,61,12.9498,1.6688,0.4207
Mg1 Tb1,2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,1.31,0.655,0.25,0.125,5.0,2.5,True,cubic,m-3m,221,27.4129,5.5496,1.0
Hg1 N3 O6 Tl1,4,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0.0909,-1.7273,1.82,0.6074,1.3,0.427,4.0,1.5428,True,cubic,m-3,200,20.3386,4.0302,1.0
Au3 Rb2,2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,1.72,0.8426,1.0,0.4899,1.0,0.4899,True,orthorhombic,mmm,71,30.6544,8.2537,0.7653
Al1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,cubic,m-3m,225,16.4717,2.7201,1.0
I1 Tl1,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.52,0.5,0.25,1.0,0.5,True,cubic,m-3m,221,39.4105,6.9793,1.0
O12 Sr4 Zr4,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.49,1.1332,1.4,0.593,3.0,1.4697,True,orthorhombic,mmm,62,14.3436,5.2523,0.7046
Ag1 F6 Ti1,3,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,-0.125,2.44,0.977,1.1,0.4359,3.0,1.111,True,triclinic,-1,2,15.2564,3.6697,0.8968
In8 Pd2 Sr2,3,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,2.6667,1.25,0.3736,0.6,0.1871,0.0,0.0,True,orthorhombic,mmm,63,25.4566,7.1026,0.5134
Ba4 O24 P8,3,0.0,0.0,0.1111,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,-1.7778,2.55,0.8688,1.55,0.4841,4.0,1.2472,True,orthorhombic,222,19,14.773,3.6877,0.3337
O2 Rb1 Tl1,3,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,2.62,1.1455,1.75,0.7789,4.0,1.7854,True,trigonal,-3m,166,17.5974,7.5927,1.0
Ge4 O4 Sr12,3,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-0.0,2.49,0.9801,1.4,0.5653,3.0,1.1662,True,orthorhombic,mmm,62,26.3989,4.422,0.7074
Cs1 Nd1 S2,3,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.79,0.8169,1.6,0.6674,5.0,2.1213,True,trigonal,-3m,166,31.7332,4.4646,1.0
Li2 O16 Sb6,3,0.0,0.0833,0.0,0.6667,0.0,0.0,0.25,0.0,0.0,0.0,-2.0,2.46,0.8259,0.85,0.4007,3.0,1.299,True,monoclinic,2/m,14,11.8133,5.8594,0.4578
Np1 P1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.83,0.415,0.75,0.375,6.0,3.0,True,cubic,m-3m,225,22.1171,10.0597,1.0
Ag36 In16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923,1.6154,0.15,0.0692,0.05,0.0231,0.0,0.0,True,cubic,-43m,215,19.6106,9.3149,1.0
Ba8 Ge8 Te20,3,0.0,0.0,0.2222,0.5556,0.0,0.0,0.7778,0.0,0.0,0.0,-1.5556,1.21,0.4937,0.9,0.335,2.0,0.6667,True,orthorhombic,mm2,33,35.7844,5.4547,0.6876
C1 Co3 Sn1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.4,0.67,0.2618,0.75,0.2728,3.0,0.9798,True,cubic,m-3m,221,11.3875,8.9686,1.0
Mn1 Na1 Se2,3,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.62,0.6907,0.65,0.2658,1.0,0.433,True,trigonal,3m,156,25.3836,3.8572,0.5565
Cr4 Sb12 Yb4,3,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.2,-0.6,2.05,0.7955,0.35,0.1265,4.0,1.3565,True,orthorhombic,mmm,57,24.6602,7.95,0.4583
Ge2 Ni2 Tb1,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,-0.2,2.01,0.7853,0.5,0.1855,4.0,1.6,True,tetragonal,4/mmm,139,16.275,8.603,0.7167
B4 Cu2 O12 Sr4,4,0.0,0.0,0.1818,0.5455,0.0,0.0,0.1818,0.0,0.0,0.0909,0.0,2.49,0.9906,1.4,0.5323,3.0,1.2129,True,monoclinic,2/m,14,12.8281,4.1941,0.6646
Nb1 O3 Sr1,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.49,1.0804,1.4,0.5779,3.0,1.4697,True,cubic,m-3m,221,13.6933,5.5425,1.0
Au2 K6 Sn8,3,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-1.25,1.72,0.6351,0.85,0.3741,2.0,0.6614,True,orthorhombic,mmm,59,37.281,4.3934,0.5175
I6 In2 O18,3,0.0,0.0,0.0,0.6923,0.2308,0.0,0.0,0.0,0.0,0.0,-1.3846,1.66,0.5076,0.95,0.3882,3.0,1.3846,True,hexagonal,6,173,17.076,4.7838,1.7928
Nb6 Se8,2,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.4286,1.0,0.95,0.4701,0.3,0.1485,1.0,0.4949,True,hexagonal,6/m,176,22.3025,6.324,2.9208
Ge2 Y2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,0.79,0.395,0.55,0.275,1.0,0.5,True,orthorhombic,mmm,63,23.0031,5.8308,0.6846
Mn8 N4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,1.49,0.7024,0.75,0.3536,2.0,0.9428,True,orthorhombic,mmm,60,9.813,6.9878,0.7926
Ba2 Li1 O6 Os1,4,0.0,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.1,-0.3,2.55,1.1336,1.55,0.6209,4.0,1.833,True,cubic,m-3m,225,13.8316,6.8169,1.0
Hf4 In10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,3.2857,0.48,0.2168,0.0,0.0,1.0,0.4518,True,tetragonal,4/mmm,127,23.7981,9.2809,0.2955
Ca4 Co2 O14 Si4,4,0.0,0.0,0.1667,0.5833,0.0,0.0,0.1667,0.0,0.0,0.0833,-1.3333,2.44,0.9803,1.2,0.4571,2.0,0.8498,True,tetragonal,-42m,113,13.1985,3.2214,0.6402
B1 Ir3 Sc1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,3.0,0.84,0.3259,0.75,0.2449,4.0,1.6,True,cubic,m-3m,221,14.2954,14.6922,1.0
Cu2 Se4 Tl2,3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.93,0.4072,0.75,0.307,2.0,0.866,True,tetragonal,-42m,122,26.6075,6.6442,0.8121
N1 U1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,1.66,0.83,1.1,0.55,7.0,3.5,True,trigonal,-3m,166,14.4599,14.4715,1.0
O3 Sr1 V1,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.49,1.075,1.4,0.5653,3.0,1.2649,True,cubic,m-3m,221,11.8719,5.2189,1.0
Eu4 In4 Pt4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,2.3333,2.28,0.9785,0.5,0.2055,3.0,1.2472,True,orthorhombic,mmm,62,24.0666,10.6226,0.526
Ag2 Ho2 Sn2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,0.0,0.73,0.3373,0.3,0.1225,3.0,1.4142,True,hexagonal,6mm,186,23.889,9.0713,0.6407
Er6 Ru8 Si24,3,0.0,0.0,0.0,0.0,0.0,0.1579,0.6316,0.0,0.1579,0.2105,-1.4211,0.96,0.2933,0.65,0.2328,5.0,1.8232,True,orthorhombic,mmm,64,16.0368,6.7745,0.8021
B4 Fe4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.5,0.21,0.105,0.55,0.275,2.0,1.0,True,orthorhombic,mmm,62,7.9685,6.9452,0.5452
Co10 Ga20 Hf10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.58,0.2327,0.25,0.1031,2.0,0.866,True,tetragonal,4mm,107,15.2748,10.2425,0.8502
Ce1 Hg2,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,1.6667,0.88,0.4148,0.35,0.165,2.0,0.9428,True,hexagonal,6/mmm,191,25.468,11.7643,1.4967
Fe4 O10 Ti2,3,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.375,-0.25,1.9,0.8305,0.8,0.3873,2.0,0.9682,True,monoclinic,2/m,15,10.8808,4.5699,0.7095
Ca4 O1 Sb2,3,0.0,0.0,0.5714,0.1429,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,2.44,0.8631,1.2,0.4087,3.0,0.9258,True,tetragonal,4/mmm,139,25.974,3.8343,0.5326
La4 Li2 O12 Ru2,4,0.0,0.1,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.3,-0.2,2.46,1.0732,1.35,0.5524,6.0,2.4187,True,monoclinic,2/m,14,12.7151,6.2924,0.7061
In1 Li2 Pd1,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,1.22,0.5264,0.15,0.0545,3.0,1.5,True,cubic,-43m,216,16.5631,5.893,1.0
Cs8 Ge16 Na8,3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1.5,1.22,0.5771,1.35,0.5528,3.0,1.0897,True,monoclinic,2/m,14,33.3587,3.748,0.6577
Cl36 In28,2,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.75,1.38,0.6846,0.55,0.2728,2.0,0.9922,True,cubic,m-3,205,29.9971,3.8847,1.0
Cl32 Hg24 Te8,3,0.0,0.0,0.0,0.125,0.5,0.0,0.125,0.0,0.0,0.375,-0.375,1.16,0.5683,0.5,0.2395,3.0,1.4087,True,orthorhombic,mmm,61,31.6284,5.7173,0.9228
Rh4 Sb8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,-1.0,0.23,0.1084,0.1,0.0471,0.0,0.0,True,monoclinic,2/m,14,22.6157,8.4787,0.9802
Mn8 O24 P6,3,0.0,0.0,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.2105,-1.3158,1.89,0.8027,0.8,0.3261,2.0,0.8154,True,triclinic,1,1,12.283,3.5908,1.3831
Rh2 Si2 Yb1,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,0.2,2.28,0.8531,0.65,0.2379,5.0,1.833,True,tetragonal,4/mmm,139,16.7027,8.6498,0.7129
Bi8 O20 Sr8,3,0.0,0.0,0.2222,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.49,1.0349,1.4,0.611,4.0,1.7708,True,orthorhombic,mmm,62,19.7096,6.3019,0.4278
N2 Zr2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.71,0.855,0.9,0.45,3.0,1.5,True,hexagonal,6mm,186,15.4919,5.6397,0.641
Rh6 W2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25,0.08,0.0346,0.0,0.0,1.0,0.433,True,hexagonal,6/mmm,194,14.5113,14.0909,1.2576
F2 O4 Rb2 S2,4,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,-1.2,3.16,1.1106,1.85,0.6917,3.0,1.1662,True,monoclinic,2/m,11,20.7588,2.6962,0.6602
Cu2 Si4 Zr2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,0.57,0.2468,0.45,0.1887,2.0,0.8292,True,tetragonal,4/mmm,129,15.6005,5.6132,0.4076
Lu1 Si2,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0,0.3333,0.0,-1.6667,0.63,0.297,0.65,0.3064,3.0,1.4142,True,hexagonal,6/mmm,191,18.3259,6.9812,1.0772
Ge4 Hf2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,-1.3333,0.71,0.3347,0.3,0.1414,2.0,0.9428,True,orthorhombic,mmm,63,18.1572,9.87,0.4914
Ge4 Os2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,-1.3333,0.19,0.0896,0.05,0.0236,2.0,0.9428,True,monoclinic,2/m,12,16.1108,11.527,0.4476
Cu4 Te6 Zr2,3,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.3333,0.77,0.2723,0.2,0.0672,1.0,0.4714,True,monoclinic,2/m,12,25.5089,6.5218,0.3898
As2 O1 Sr4,3,0.0,0.0,0.5714,0.1429,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,2.49,0.9044,1.4,0.5388,3.0,1.0302,True,tetragonal,4/mmm,139,28.0383,4.3684,0.5472
S8 Ta12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,1.08,0.5291,0.45,0.2205,3.0,1.4697,True,orthorhombic,mm2,39,18.507,10.8922,0.6182
Al1 Be1 Cl1 Na4 O12 Si4,6,0.0,0.1739,0.0435,0.5217,0.0435,0.0,0.1739,0.0,0.0,0.0,-1.3913,2.51,1.0195,1.2,0.4448,1.0,0.4957,True,tetragonal,-4,82,14.8489,2.2742,1.0
Cu3 N1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.14,0.4936,0.7,0.3031,2.0,0.866,True,cubic,m-3m,221,13.8779,6.1216,1.0
Al2 Ba3 Sn2,3,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,1.07,0.4622,0.9,0.403,3.0,1.2454,True,monoclinic,2/m,12,36.3959,4.5844,0.4209
Nd2 Sn4,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,-1.6667,0.82,0.3866,0.4,0.1886,3.0,1.4142,True,orthorhombic,mmm,65,28.1426,7.5066,0.5376
Ca2 F12 Sn4,3,0.0,0.0,0.1111,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,-1.3333,2.98,1.1336,1.3,0.5118,3.0,1.2862,True,triclinic,-1,2,17.7229,4.0756,0.4508
Cu1 Ge1 Li2,3,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,1.03,0.489,0.2,0.0829,2.0,1.0,True,cubic,-43m,216,13.2157,4.714,1.0
H48 Se8 Si16,3,0.0,0.0,0.0,0.1111,0.0,0.0,0.2222,0.0,0.0,0.0,-1.7778,0.65,0.1812,0.9,0.4088,3.0,1.1331,True,tetragonal,422,96,17.9034,1.4549,0.5669
B2 Ru3 Th1,3,0.1667,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.1667,0.5,3.1667,0.9,0.3197,0.95,0.3236,7.0,2.357,True,hexagonal,6/mmm,191,13.7218,11.2316,1.8063
Na12 S14 Sn4,3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0667,1.65,0.7673,0.8,0.3723,2.0,0.6799,True,monoclinic,2/m,15,25.5648,2.5974,0.4708
C8 Mg2 N12,3,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9091,1.73,0.4969,0.85,0.2397,1.0,0.2875,True,orthorhombic,mmm,58,16.5107,1.4299,0.9041
Fe8 O20 P4,3,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,-1.125,1.61,0.7288,0.8,0.3428,2.0,0.857,True,orthorhombic,mmm,62,11.5786,3.9916,0.8606
Mo4 Nd4 O14,3,0.0,0.0,0.0,0.6364,0.0,0.1818,0.0,0.0,0.1818,0.1818,0.0,2.3,0.9143,1.25,0.5193,6.0,2.3461,True,cubic,m-3m,227,13.6193,6.5658,1.0
I4 O12 S2,3,0.0,0.0,0.0,0.6667,0.2222,0.0,0.0,0.0,0.0,0.0,-1.7778,0.86,0.3809,0.8,0.3326,3.0,1.2273,True,monoclinic,2/m,15,18.082,3.8965,0.5027
B4 Ir4 Pd4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,2.6667,0.16,0.0754,0.55,0.2483,4.0,1.6997,True,orthorhombic,mm2,43,12.6643,13.5249,0.9066
Ho2 Ni12 P7,3,0.0,0.0,0.0,0.0,0.0,0.0952,0.0,0.0,0.0952,0.5714,0.4286,0.96,0.2634,0.75,0.2234,5.0,1.3619,True,hexagonal,-6,174,12.345,8.013,2.4532
O12 Rh8,2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.16,0.5683,0.75,0.3674,3.0,1.4697,True,orthorhombic,mmm,60,10.5781,7.9686,0.7131
As4 Cs1 F13,3,0.0,0.0556,0.0,0.0,0.7222,0.0,0.2222,0.0,0.0,0.0,-1.3333,3.19,0.9758,2.1,0.5203,4.0,1.1547,True,tetragonal,-4,82,18.2454,3.436,0.8874
Ca4 La4 Mn8 O24,4,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.1,0.3,-0.3,2.44,1.0605,1.35,0.5311,6.0,1.833,True,orthorhombic,mm2,31,11.6872,5.4681,0.5023
As6 Yb8,2,0.0,0.0,0.0,0.0,0.0,0.5714,0.4286,0.0,0.5714,0.0,0.4286,2.18,1.0788,0.6,0.2969,4.0,1.9795,True,cubic,-43m,220,25.0226,8.6927,1.0
P7 Pd9 Zr5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.8095,0.87,0.3687,0.55,0.2217,2.0,0.9428,True,orthorhombic,mm2,38,15.9783,8.0701,0.2821
Mn4 O12 Sm4,3,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.2,-0.2,2.27,1.026,1.25,0.5219,6.0,2.3324,True,orthorhombic,mmm,62,12.1977,6.8965,0.7138
Ca2 Mn4 O12 Pr2,4,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.1,0.2,-0.3,2.44,1.0563,1.25,0.514,6.0,1.833,True,orthorhombic,mm2,31,11.6151,5.5307,0.7059
